Germany, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 04/02/2019
Year    Age        Exposure
1978     37       634759.00
1978     38       652957.17
1978     39       629529.00
1978     40       592804.50
1978     41       573884.67
1978     42       567659.33
1978     43       546968.00
1978     44       483325.00
1978     45       439249.83
1978     46       450554.67
1978     47       476345.00
1978     48       490570.67
1978     49       490822.17
1978     50       487456.17
1978     51       490164.83
1978     52       509555.17
1978     53       512616.33
1978     54       506295.83
1978     55       520451.83
1979     12       622478.91
1979     13       636934.88
1979     14       647580.32
1979     15       656703.57
1979     16       646973.32
1979     17       633807.30
1979     18       624860.95
1979     19       609309.72
1979     20       590135.14
1979     21       568737.58
1979     22       560610.73
1979     23       551987.96
1979     24       550811.76
1979     25       548673.32
1979     26       546499.47
1979     27       545009.58
1979     28       542152.67
1979     29       539305.59
1979     30       514472.08
1979     31       474514.88
1979     32       461267.30
1979     33       383679.57
1979     34       442090.50
1979     35       510512.00
1979     36       508813.00
1979     37       557571.33
1979     38       634660.67
1979     39       652704.33
1979     40       629366.17
1979     41       592533.67
1979     42       573579.33
1979     43       567083.67
1979     44       546208.17
1979     45       482631.33
1979     46       438553.00
1979     47       449680.83
1979     48       475253.17
1979     49       489309.67
1979     50       489339.83
1979     51       485806.50
1979     52       488376.50
1979     53       507472.50
1979     54       510228.17
1979     55       503860.50
1980     12       604080.45
1980     13       624780.91
1980     14       639686.44
1980     15       650788.86
1980     16       660168.49
1980     17       650741.48
1980     18       638205.74
1980     19       629497.89
1980     20       613956.49
1980     21       593385.76
1980     22       571343.92
1980     23       563280.80
1980     24       554237.72
1980     25       552671.56
1980     26       550103.84
1980     27       547443.92
1980     28       545683.04
1980     29       542615.12
1980     30       539948.67
1980     31       514883.45
1980     32       474793.39
1980     33       461527.82
1980     34       384069.49
1980     35       442574.67
1980     36       510868.67
1980     37       509277.17
1980     38       557946.83
1980     39       634858.00
1980     40       652872.50
1980     41       629450.67
1980     42       592530.00
1980     43       573351.33
1980     44       566671.17
1980     45       545634.17
1980     46       482066.50
1980     47       437966.67
1980     48       448884.17
1980     49       474248.17
1980     50       488142.67
1980     51       487840.67
1980     52       484170.00
1980     53       486476.33
1980     54       505267.83
1980     55       507875.33
1981     12       576473.60
1981     13       606084.28
1981     14       627237.16
1981     15       643249.50
1981     16       653967.05
1981     17       663601.20
1981     18       654588.07
1981     19       642229.30
